### This localisation file has been automatically generated ###;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
#   <https://github.com/moretrim/trait-lineariser>            #;;;;;;;;;;;;;;
## UI tweaks;;;;;;;;;;;;;;
defiantxold_school;§h+1§! §h+1§!         §G!!!§! Defiant, old school;§h+1§! §h+1§!         §G!!!§! Provocateur, vieille école;§h+1§! §h+1§!         §G!!!§! Trotzig, alte schule;;;;;;;;;;;
defiantxeccentric_genius;§h+2§! §G+3§!         §G!!!§! Defiant, eccentric genius;§h+2§! §G+3§!         §G!!!§! Provocateur, génie excentrique;§h+2§! §G+3§!         §G!!!§! Trotzig, exzentrisches genie;;;;;;;;;;;
defiantxgifted_administrator;     §G+3§!         §G!!!§! Defiant, gifted administrator;     §G+3§!         §G!!!§! Provocateur, administrateur doué;     §G+3§!         §G!!!§! Trotzig, begabter administrator;;;;;;;;;;;
defiantxinnovative_tactician;§h+1§! §G+3§!         §G!!!§! Defiant, innovative tactician;§h+1§! §G+3§!         §G!!!§! Provocateur, tacticien novateur;§h+1§! §G+3§!         §G!!!§! Trotzig, innovativer taktiker;;;;;;;;;;;
defiantxexpert_raider;§h+2§! §G+3§!         §G!!!§! Defiant, expert raider;§h+2§! §G+3§!         §G!!!§! Provocateur, commando expérimenté;§h+2§! §G+3§!         §G!!!§! Trotzig, überfallexperte;;;;;;;;;;;
defiantxnatural_born_leader;§h+1§! §G+3§!         §G!!!§! Defiant, natural born leader;§h+1§! §G+3§!         §G!!!§! Provocateur, leader naturel;§h+1§! §G+3§!         §G!!!§! Trotzig, geborener anführer;;;;;;;;;;;
defiantxmegalomaniac;§u–2§! §G+3§!         §G!!!§! Defiant, megalomaniac;§u–2§! §G+3§!         §G!!!§! Provocateur, mégalomane;§u–2§! §G+3§!         §G!!!§! Trotzig, megalomane;;;;;;;;;;;
defiantxhated;§h+1§! §G+4§!         §R¡¡¡§! Defiant, hated;§h+1§! §G+4§!         §R¡¡¡§! Provocateur, odieux;§h+1§! §G+4§!         §R¡¡¡§! Trotzig, gehasst;;;;;;;;;;;
defiantxcursed_luck;§h+2§! §G+5§!         §R¡¡¡§! Defiant, cursed luck;§h+2§! §G+5§!         §R¡¡¡§! Provocateur, malchanceux;§h+2§! §G+5§!         §R¡¡¡§! Trotzig, vom pech verflucht;;;;;;;;;;;
defiantxclueless;§u–1§! §G+3§!         §R¡¡¡§! Defiant, clueless;§u–1§! §G+3§!         §R¡¡¡§! Provocateur, ignorant;§u–1§! §G+3§!         §R¡¡¡§! Trotzig, ahnungslos;;;;;;;;;;;
defiantxdiplomat;     §G+3§! §u  –5%§!§G!!!§! Defiant, diplomat;     §G+3§! §u  –5%§!§G!!!§! Provocateur, diplomate;     §G+3§! §u  –5%§!§G!!!§! Trotzig, diplomat;;;;;;;;;;;
defiantxpowerful_friends;     §G+3§! §u–10%§!§G!!!§! Defiant, powerful friends;     §G+3§! §u–10%§!§G!!!§! Provocateur, amis puissants;     §G+3§! §u–10%§!§G!!!§! Trotzig, mächtige freunde;;;;;;;;;;;
defiantximmoral;     §G+3§!         §h?§! Defiant, immoral;     §G+3§!         §h?§! Provocateur, immoral;     §G+3§!         §h?§! Trotzig, unmoralisch;;;;;;;;;;;
defiantxwomanizer;     §G+3§!         §G!!!§! Defiant, womanizer;     §G+3§!         §G!!!§! Provocateur, coureur de jupons;     §G+3§!         §G!!!§! Trotzig, schürzenjäger;;;;;;;;;;;
defiantxwarmonger;     §G+3§! §h+10%§!§R¡¡¡§! Defiant, warmonger;     §G+3§! §h+10%§!§R¡¡¡§! Provocateur, belliciste;     §G+3§! §h+10%§!§R¡¡¡§! Trotzig, kriegstreiber;;;;;;;;;;;
defiantxcorrupt;     §G+3§!         §R¡¡¡§! Defiant, corrupt;     §G+3§!         §R¡¡¡§! Provocateur, corrompu;     §G+3§!         §R¡¡¡§! Trotzig, korrupt;;;;;;;;;;;
defiantxbootlicker;     §G+4§!         §G!!!§! Defiant, bootlicker;     §G+4§!         §G!!!§! Provocateur, lèche-bottes;     §G+4§!         §G!!!§! Trotzig, speichellecker;;;;;;;;;;;
defiantxsycophant;     §G+3§!         §G!!!§! Defiant, sycophant;     §G+3§!         §G!!!§! Provocateur, flagorneur;     §G+3§!         §G!!!§! Trotzig, kriecher;;;;;;;;;;;
defiantxtoady;§h+1§! §G+3§!         §G!!!§! Defiant, toady;§h+1§! §G+3§!         §G!!!§! Provocateur, flatteur;§h+1§! §G+3§!         §G!!!§! Trotzig, schleimer;;;;;;;;;;;
defiantxyesman;     §G+3§!         §G!!!§! Defiant, yesman;     §G+3§!         §G!!!§! Provocateur, béni-oui-oui;     §G+3§!         §G!!!§! Trotzig, jasager;;;;;;;;;;;
defiantxbrownnoser;§h+1§! §G+3§!         §G!!!§! Defiant, brownnoser;§h+1§! §G+3§!         §G!!!§! Provocateur, lèche-cul;§h+1§! §G+3§!         §G!!!§! Trotzig, stiefellecker;;;;;;;;;;;
defiantxspoiled;§h+2§! §G+3§!         §G!!!§! Defiant, spoiled;§h+2§! §G+3§!         §G!!!§! Provocateur, gâté;§h+2§! §G+3§!         §G!!!§! Trotzig, verwöhnt;;;;;;;;;;;
defiantxschool_of_defense;     §G+6§!         §G!!!§! Defiant, school of defense;     §G+6§!         §G!!!§! Provocateur, école de défense;     §G+6§!         §G!!!§! Trotzig, schule der verteidigung;;;;;;;;;;;
defiantxschool_of_offense;§h+1§! §G+3§! §h+10%§!§G!!!§! Defiant, school of offense;§h+1§! §G+3§! §h+10%§!§G!!!§! Provocateur, école d'attaque;§h+1§! §G+3§! §h+10%§!§G!!!§! Trotzig, schule der offensive;;;;;;;;;;;
defiantxschool_of_the_bayonet;§h+2§! §G+4§! §h+10%§!§G!!!§! Defiant, school of the bayonet;§h+2§! §G+4§! §h+10%§!§G!!!§! Provocateur, école de la baïonnette;§h+2§! §G+4§! §h+10%§!§G!!!§! Trotzig, schule des bajonetts;;;;;;;;;;;
defiantxschool_of_firepower;§h+1§! §G+3§!         §G!!!§! Defiant, school of firepower;§h+1§! §G+3§!         §G!!!§! Provocateur, école de la puissance de feu;§h+1§! §G+3§!         §G!!!§! Trotzig, schule der feuerkraft;;;;;;;;;;;
defiantxartillerist;     §G+4§!         §G!!!§! Defiant, artillerist;     §G+4§!         §G!!!§! Provocateur, artilleur;     §G+4§!         §G!!!§! Trotzig, artillerist;;;;;;;;;;;
defiantxuncommonly_young;§h+1§! §G+4§!         §G!!!§! Defiant, uncommonly young;§h+1§! §G+4§!         §G!!!§! Provocateur, singulièrement jeune;§h+1§! §G+4§!         §G!!!§! Trotzig, ungewöhnlich jung;;;;;;;;;;;
defiantxsucker;§u–1§! §G+3§!         §G!!!§! Defiant, sucker;§u–1§! §G+3§!         §G!!!§! Provocateur, gogo;§u–1§! §G+3§!         §G!!!§! Trotzig, trottel;;;;;;;;;;;
defiantxsad_sack;§u–2§! §G+3§!         §G!!!§! Defiant, sad sack;§u–2§! §G+3§!         §G!!!§! Provocateur, raté;§u–2§! §G+3§!         §G!!!§! Trotzig, trauriger sack;;;;;;;;;;;
defiantxunfit;§u–2§! §G+3§!         §R¡¡¡§! Defiant, unfit;§u–2§! §G+3§!         §R¡¡¡§! Provocateur, inapte;§u–2§! §G+3§!         §R¡¡¡§! Trotzig, ungeeignet;;;;;;;;;;;
defiantxunqualified;     §G+3§! §u–10%§!§G!!!§! Defiant, unqualified;     §G+3§! §u–10%§!§G!!!§! Provocateur, non qualifié;     §G+3§! §u–10%§!§G!!!§! Trotzig, unqualifiziert;;;;;;;;;;;
defiantxpawn;     §G+3§!         §G!!!§! Defiant, pawn;     §G+3§!         §G!!!§! Provocateur, pion;     §G+3§!         §G!!!§! Trotzig, pfand;;;;;;;;;;;
defiantxelderly;     §G+3§!         §G!!!§! Defiant, elderly;     §G+3§!         §G!!!§! Provocateur, âgé;     §G+3§!         §G!!!§! Trotzig, älter;;;;;;;;;;;
defiantxincompetent;     §G+3§!         §G!!!§! Defiant, incompetent;     §G+3§!         §G!!!§! Provocateur, incompétent;     §G+3§!         §G!!!§! Trotzig, inkompetent;;;;;;;;;;;
ablexnationalist;§h+1§!              §G!!!§! Able, nationalist;;;;;;;;;;;;;
ablexwar_college;§h+1§!                 Able, war college;§h+1§!                 Capable, école militaire;§h+1§!                 Fähig, militärakademie;;;;;;;;;;;
ablexcavalry_school;§h+2§!                 Able, cavalry school;§h+2§!                 Capable, école de cavalerie;§h+2§!                 Fähig, kavallerieschule;;;;;;;;;;;
ablexengineer;          §h  +5%§!   Able, engineer;          §h  +5%§!   Capable, génie;          §h  +5%§!   Fähig, ingenieur;;;;;;;;;;;
ablexarmchair_general;          §h+10%§!   Able, armchair general;          §h+10%§!   Capable, général de façade;          §h+10%§!   Fähig, sesselgeneral;;;;;;;;;;;
ablexbureaucrat_speed;          §h+15%§!   Able, bureaucrat speed;          §h+15%§!   Capable, vitesse de bureaucrate;          §h+15%§!   Fähig, bürokratische geschwindigkeit;;;;;;;;;;;
ablexgenerals_aide;     §h+1§!            Able, general's aide;     §h+1§!            Capable, aide de camp;     §h+1§!            Fähig, generalsadjutant;;;;;;;;;;;
ablexamateur;     §u–1§! §u–25%§!   Able, amateur;     §u–1§! §u–25%§!   Capable, amateur;     §u–1§! §u–25%§!   Fähig, amateur;;;;;;;;;;;
ablexmadman;                     Able, madman;                     Capable, fou;                     Fähig, irrer;;;;;;;;;;;
ablexaristocrat;                  §h?§! Able, aristocrat;                  §h?§! Capable, aristocrate;                  §h?§! Fähig, aristokrat;;;;;;;;;;;
ablexdrillmaster;                  §G!!!§! Able, drillmaster;                  §G!!!§! Capable, sergent instructeur;                  §G!!!§! Fähig, zuchtmeister;;;;;;;;;;;
ablexbutcher;                     Able, butcher;                     Capable, boucher;                     Fähig, schlächter;;;;;;;;;;;
ablexexranker;                  §u¿§! Able, exranker;                  §u¿§! Capable, ancien militaire;                  §u¿§! Fähig, ex-gefreiter;;;;;;;;;;;
ablexadventurer;§h+2§!                 Able, adventurer;§h+2§!                 Capable, aventurier;§h+2§!                 Fähig, abenteurer;;;;;;;;;;;
ablexdebutante;                     Able, debutante;                     Capable, débutant;                     Fähig, debütant;;;;;;;;;;;
ablexcolonial_b;     §u–2§! §h+20%§!   Able, colonial;     §u–2§! §h+20%§!   Capable, colonial;     §u–2§! §h+20%§!   Fähig, kolonial;;;;;;;;;;;
ablexdisgraced;                     Able, disgraced;                     Capable, déshonoré;                     Fähig, in ungnade gefallener;;;;;;;;;;;
ablexpriest;                     Able, priest;                     Capable, prêtre;                     Fähig, priester;;;;;;;;;;;
ablexrising_star;                     Able, rising star;                     Capable, étoile montante;                     Fähig, aufsteigender stern;;;;;;;;;;;
ablexpolitician;                  §u¿§! Able, politician;                  §u¿§! Capable, politicien;                  §u¿§! Fähig, politiker;;;;;;;;;;;
ablexpoet;§u–1§!              §G!!!§! Able, poet;§u–1§!              §G!!!§! Capable, poète;§u–1§!              §G!!!§! Fähig, poet;;;;;;;;;;;
ablexcartographer;          §G+40%§!   Able, cartographer;          §G+40%§!   Capable, cartographe;          §G+40%§!   Fähig, kartograf;;;;;;;;;;;
ablexprofessor;§u–1§! §u–1§!         §G!!!§! Able, professor;§u–1§! §u–1§!         §G!!!§! Capable, professeur;§u–1§! §u–1§!         §G!!!§! Fähig, professor;;;;;;;;;;;
ablexold_school;§h+1§! §u–2§!         §G!!!§! Able, old school;§h+1§! §u–2§!         §G!!!§! Capable, vieille école;§h+1§! §u–2§!         §G!!!§! Fähig, alte schule;;;;;;;;;;;
ablexeccentric_genius;§h+2§!                 Able, eccentric genius;§h+2§!                 Capable, génie excentrique;§h+2§!                 Fähig, exzentrisches genie;;;;;;;;;;;
ablexgifted_administrator;                  §G!!!§! Able, gifted administrator;                  §G!!!§! Capable, administrateur doué;                  §G!!!§! Fähig, begabter administrator;;;;;;;;;;;
ablexinnovative_tactician;§h+1§!                 Able, innovative tactician;§h+1§!                 Capable, tacticien novateur;§h+1§!                 Fähig, innovativer taktiker;;;;;;;;;;;
ablexexpert_raider;§h+2§!                 Able, expert raider;§h+2§!                 Capable, commando expérimenté;§h+2§!                 Fähig, überfallexperte;;;;;;;;;;;
ablexnatural_born_leader;§h+1§!              §h?§! Able, natural born leader;§h+1§!              §h?§! Capable, leader naturel;§h+1§!              §h?§! Fähig, geborener anführer;;;;;;;;;;;
ablexmegalomaniac;§u–2§!                 Able, megalomaniac;§u–2§!                 Capable, mégalomane;§u–2§!                 Fähig, megalomane;;;;;;;;;;;
ablexhated;§h+1§! §h+1§!         §R¡¡¡§! Able, hated;§h+1§! §h+1§!         §R¡¡¡§! Capable, odieux;§h+1§! §h+1§!         §R¡¡¡§! Fähig, gehasst;;;;;;;;;;;
ablexcursed_luck;§h+2§! §h+2§!         §R¡¡¡§! Able, cursed luck;§h+2§! §h+2§!         §R¡¡¡§! Capable, malchanceux;§h+2§! §h+2§!         §R¡¡¡§! Fähig, vom pech verflucht;;;;;;;;;;;
ablexclueless;§u–1§!              §R¡¡¡§! Able, clueless;§u–1§!              §R¡¡¡§! Capable, ignorant;§u–1§!              §R¡¡¡§! Fähig, ahnungslos;;;;;;;;;;;
ablexdiplomat;          §u  –5%§!   Able, diplomat;          §u  –5%§!   Capable, diplomate;          §u  –5%§!   Fähig, diplomat;;;;;;;;;;;
ablexpowerful_friends;          §u–10%§!   Able, powerful friends;          §u–10%§!   Capable, amis puissants;          §u–10%§!   Fähig, mächtige freunde;;;;;;;;;;;
ableximmoral;                     Able, immoral;                     Capable, immoral;                     Fähig, unmoralisch;;;;;;;;;;;
ablexwomanizer;                  §G!!!§! Able, womanizer;                  §G!!!§! Capable, coureur de jupons;                  §G!!!§! Fähig, schürzenjäger;;;;;;;;;;;
ablexwarmonger;          §h+10%§!§R¡¡¡§! Able, warmonger;          §h+10%§!§R¡¡¡§! Capable, belliciste;          §h+10%§!§R¡¡¡§! Fähig, kriegstreiber;;;;;;;;;;;
ablexcorrupt;                  §R¡¡¡§! Able, corrupt;                  §R¡¡¡§! Capable, corrompu;                  §R¡¡¡§! Fähig, korrupt;;;;;;;;;;;
ablexbootlicker;     §h+1§!            Able, bootlicker;     §h+1§!            Capable, lèche-bottes;     §h+1§!            Fähig, speichellecker;;;;;;;;;;;
ablexsycophant;                  §G!!!§! Able, sycophant;                  §G!!!§! Capable, flagorneur;                  §G!!!§! Fähig, kriecher;;;;;;;;;;;
ablextoady;§h+1§!              §h?§! Able, toady;§h+1§!              §h?§! Capable, flatteur;§h+1§!              §h?§! Fähig, schleimer;;;;;;;;;;;
ablexyesman;                     Able, yesman;                     Capable, béni-oui-oui;                     Fähig, jasager;;;;;;;;;;;
ablexbrownnoser;§h+1§!                 Able, brownnoser;§h+1§!                 Capable, lèche-cul;§h+1§!                 Fähig, stiefellecker;;;;;;;;;;;
ablexspoiled;§h+2§!                 Able, spoiled;§h+2§!                 Capable, gâté;§h+2§!                 Fähig, verwöhnt;;;;;;;;;;;
ablexschool_of_defense;     §G+3§!            Able, school of defense;     §G+3§!            Capable, école de défense;     §G+3§!            Fähig, schule der verteidigung;;;;;;;;;;;
ablexschool_of_offense;§h+1§!      §h+10%§!§h?§! Able, school of offense;§h+1§!      §h+10%§!§h?§! Capable, école d'attaque;§h+1§!      §h+10%§!§h?§! Fähig, schule der offensive;;;;;;;;;;;
ablexschool_of_the_bayonet;§h+2§! §h+1§! §h+10%§!   Able, school of the bayonet;§h+2§! §h+1§! §h+10%§!   Capable, école de la baïonnette;§h+2§! §h+1§! §h+10%§!   Fähig, schule des bajonetts;;;;;;;;;;;
ablexschool_of_firepower;§h+1§!              §G!!!§! Able, school of firepower;§h+1§!              §G!!!§! Capable, école de la puissance de feu;§h+1§!              §G!!!§! Fähig, schule der feuerkraft;;;;;;;;;;;
ablexartillerist;     §h+1§!         §h?§! Able, artillerist;     §h+1§!         §h?§! Capable, artilleur;     §h+1§!         §h?§! Fähig, artillerist;;;;;;;;;;;
ablexuncommonly_young;§h+1§! §h+1§!            Able, uncommonly young;§h+1§! §h+1§!            Capable, singulièrement jeune;§h+1§! §h+1§!            Fähig, ungewöhnlich jung;;;;;;;;;;;
ablexsucker;§u–1§!                 Able, sucker;§u–1§!                 Capable, gogo;§u–1§!                 Fähig, trottel;;;;;;;;;;;
ablexsad_sack;§u–2§!                 Able, sad sack;§u–2§!                 Capable, raté;§u–2§!                 Fähig, trauriger sack;;;;;;;;;;;
ablexunfit;§u–2§!              §R¡¡¡§! Able, unfit;§u–2§!              §R¡¡¡§! Capable, inapte;§u–2§!              §R¡¡¡§! Fähig, ungeeignet;;;;;;;;;;;
ablexunqualified;          §u–10%§!   Able, unqualified;          §u–10%§!   Capable, non qualifié;          §u–10%§!   Fähig, unqualifiziert;;;;;;;;;;;
ablexpawn;                     Able, pawn;                     Capable, pion;                     Fähig, pfand;;;;;;;;;;;
ablexelderly;                     Able, elderly;                     Capable, âgé;                     Fähig, älter;;;;;;;;;;;
ablexincompetent;                     Able, incompetent;                     Capable, incompétent;                     Fähig, inkompetent;;;;;;;;;;;
competentxnationalist;§h+1§!              §G!!!§! Competent, nationalist;;;;;;;;;;;;;
competentxwar_college;§h+1§!              §h?§! Competent, war college;§h+1§!              §h?§! Compétent, école militaire;§h+1§!              §h?§! Kompetent, militärakademie;;;;;;;;;;;
competentxcavalry_school;§h+2§!              §h?§! Competent, cavalry school;§h+2§!              §h?§! Compétent, école de cavalerie;§h+2§!              §h?§! Kompetent, kavallerieschule;;;;;;;;;;;
competentxengineer;          §h  +5%§!§h?§! Competent, engineer;          §h  +5%§!§h?§! Compétent, génie;          §h  +5%§!§h?§! Kompetent, ingenieur;;;;;;;;;;;
competentxarmchair_general;          §h+10%§!§h?§! Competent, armchair general;          §h+10%§!§h?§! Compétent, général de façade;          §h+10%§!§h?§! Kompetent, sesselgeneral;;;;;;;;;;;
competentxbureaucrat_speed;          §h+15%§!§h?§! Competent, bureaucrat speed;          §h+15%§!§h?§! Compétent, vitesse de bureaucrate;          §h+15%§!§h?§! Kompetent, bürokratische geschwindigkeit;;;;;;;;;;;
competentxgenerals_aide;     §h+1§!         §h?§! Competent, general's aide;     §h+1§!         §h?§! Compétent, aide de camp;     §h+1§!         §h?§! Kompetent, generalsadjutant;;;;;;;;;;;
competentxamateur;     §u–1§! §u–25%§!§h?§! Competent, amateur;     §u–1§! §u–25%§!§h?§! Compétent, amateur;     §u–1§! §u–25%§!§h?§! Kompetent, amateur;;;;;;;;;;;
competentxmadman;                  §u¿§! Competent, madman;                  §u¿§! Compétent, fou;                  §u¿§! Kompetent, irrer;;;;;;;;;;;
competentxaristocrat;                  §G!!!§! Competent, aristocrat;                  §G!!!§! Compétent, aristocrate;                  §G!!!§! Kompetent, aristokrat;;;;;;;;;;;
competentxdrillmaster;                  §G!!!§! Competent, drillmaster;                  §G!!!§! Compétent, sergent instructeur;                  §G!!!§! Kompetent, zuchtmeister;;;;;;;;;;;
competentxbutcher;                     Competent, butcher;                     Compétent, boucher;                     Kompetent, schlächter;;;;;;;;;;;
competentxexranker;                     Competent, exranker;                     Compétent, ancien militaire;                     Kompetent, ex-gefreiter;;;;;;;;;;;
competentxadventurer;§h+2§!              §h?§! Competent, adventurer;§h+2§!              §h?§! Compétent, aventurier;§h+2§!              §h?§! Kompetent, abenteurer;;;;;;;;;;;
competentxdebutante;                  §h?§! Competent, debutante;                  §h?§! Compétent, débutant;                  §h?§! Kompetent, debütant;;;;;;;;;;;
competentxcolonial_b;     §u–2§! §h+20%§!   Competent, colonial;     §u–2§! §h+20%§!   Compétent, colonial;     §u–2§! §h+20%§!   Kompetent, kolonial;;;;;;;;;;;
competentxdisgraced;                  §h?§! Competent, disgraced;                  §h?§! Compétent, déshonoré;                  §h?§! Kompetent, in ungnade gefallener;;;;;;;;;;;
competentxpriest;                  §h?§! Competent, priest;                  §h?§! Compétent, prêtre;                  §h?§! Kompetent, priester;;;;;;;;;;;
competentxrising_star;                  §h?§! Competent, rising star;                  §h?§! Compétent, étoile montante;                  §h?§! Kompetent, aufsteigender stern;;;;;;;;;;;
competentxpolitician;                     Competent, politician;                     Compétent, politicien;                     Kompetent, politiker;;;;;;;;;;;
competentxpoet;§u–1§!              §G!!!§! Competent, poet;§u–1§!              §G!!!§! Compétent, poète;§u–1§!              §G!!!§! Kompetent, poet;;;;;;;;;;;
competentxcartographer;          §G+40%§!§h?§! Competent, cartographer;          §G+40%§!§h?§! Compétent, cartographe;          §G+40%§!§h?§! Kompetent, kartograf;;;;;;;;;;;
competentxprofessor;§u–1§! §u–1§!         §G!!!§! Competent, professor;§u–1§! §u–1§!         §G!!!§! Compétent, professeur;§u–1§! §u–1§!         §G!!!§! Kompetent, professor;;;;;;;;;;;
competentxold_school;§h+1§! §u–2§!         §G!!!§! Competent, old school;§h+1§! §u–2§!         §G!!!§! Compétent, vieille école;§h+1§! §u–2§!         §G!!!§! Kompetent, alte schule;;;;;;;;;;;
competentxeccentric_genius;§h+2§!                 Competent, eccentric genius;§h+2§!                 Compétent, génie excentrique;§h+2§!                 Kompetent, exzentrisches genie;;;;;;;;;;;
competentxgifted_administrator;                  §G!!!§! Competent, gifted administrator;                  §G!!!§! Compétent, administrateur doué;                  §G!!!§! Kompetent, begabter administrator;;;;;;;;;;;
competentxinnovative_tactician;§h+1§!              §h?§! Competent, innovative tactician;§h+1§!              §h?§! Compétent, tacticien novateur;§h+1§!              §h?§! Kompetent, innovativer taktiker;;;;;;;;;;;
competentxexpert_raider;§h+2§!              §h?§! Competent, expert raider;§h+2§!              §h?§! Compétent, commando expérimenté;§h+2§!              §h?§! Kompetent, überfallexperte;;;;;;;;;;;
competentxnatural_born_leader;§h+1§!              §G!!!§! Competent, natural born leader;§h+1§!              §G!!!§! Compétent, leader naturel;§h+1§!              §G!!!§! Kompetent, geborener anführer;;;;;;;;;;;
competentxmegalomaniac;§u–2§!              §h?§! Competent, megalomaniac;§u–2§!              §h?§! Compétent, mégalomane;§u–2§!              §h?§! Kompetent, megalomane;;;;;;;;;;;
competentxhated;§h+1§! §h+1§!         §u¿§! Competent, hated;§h+1§! §h+1§!         §u¿§! Compétent, odieux;§h+1§! §h+1§!         §u¿§! Kompetent, gehasst;;;;;;;;;;;
competentxcursed_luck;§h+2§! §h+2§!         §u¿§! Competent, cursed luck;§h+2§! §h+2§!         §u¿§! Compétent, malchanceux;§h+2§! §h+2§!         §u¿§! Kompetent, vom pech verflucht;;;;;;;;;;;
competentxclueless;§u–1§!              §u¿§! Competent, clueless;§u–1§!              §u¿§! Compétent, ignorant;§u–1§!              §u¿§! Kompetent, ahnungslos;;;;;;;;;;;
competentxdiplomat;          §u  –5%§!§h?§! Competent, diplomat;          §u  –5%§!§h?§! Compétent, diplomate;          §u  –5%§!§h?§! Kompetent, diplomat;;;;;;;;;;;
competentxpowerful_friends;          §u–10%§!§h?§! Competent, powerful friends;          §u–10%§!§h?§! Compétent, amis puissants;          §u–10%§!§h?§! Kompetent, mächtige freunde;;;;;;;;;;;
competentximmoral;                  §u¿§! Competent, immoral;                  §u¿§! Compétent, immoral;                  §u¿§! Kompetent, unmoralisch;;;;;;;;;;;
competentxwomanizer;                  §G!!!§! Competent, womanizer;                  §G!!!§! Compétent, coureur de jupons;                  §G!!!§! Kompetent, schürzenjäger;;;;;;;;;;;
competentxwarmonger;          §h+10%§!§u¿§! Competent, warmonger;          §h+10%§!§u¿§! Compétent, belliciste;          §h+10%§!§u¿§! Kompetent, kriegstreiber;;;;;;;;;;;
competentxcorrupt;                  §R¡¡¡§! Competent, corrupt;                  §R¡¡¡§! Compétent, corrompu;                  §R¡¡¡§! Kompetent, korrupt;;;;;;;;;;;
competentxbootlicker;     §h+1§!         §h?§! Competent, bootlicker;     §h+1§!         §h?§! Compétent, lèche-bottes;     §h+1§!         §h?§! Kompetent, speichellecker;;;;;;;;;;;
competentxsycophant;                  §G!!!§! Competent, sycophant;                  §G!!!§! Compétent, flagorneur;                  §G!!!§! Kompetent, kriecher;;;;;;;;;;;
competentxtoady;§h+1§!              §h?§! Competent, toady;§h+1§!              §h?§! Compétent, flatteur;§h+1§!              §h?§! Kompetent, schleimer;;;;;;;;;;;
competentxyesman;                  §h?§! Competent, yesman;                  §h?§! Compétent, béni-oui-oui;                  §h?§! Kompetent, jasager;;;;;;;;;;;
competentxbrownnoser;§h+1§!              §h?§! Competent, brownnoser;§h+1§!              §h?§! Compétent, lèche-cul;§h+1§!              §h?§! Kompetent, stiefellecker;;;;;;;;;;;
competentxspoiled;§h+2§!              §h?§! Competent, spoiled;§h+2§!              §h?§! Compétent, gâté;§h+2§!              §h?§! Kompetent, verwöhnt;;;;;;;;;;;
competentxschool_of_defense;     §G+3§!         §h?§! Competent, school of defense;     §G+3§!         §h?§! Compétent, école de défense;     §G+3§!         §h?§! Kompetent, schule der verteidigung;;;;;;;;;;;
competentxschool_of_offense;§h+1§!      §h+10%§!§G!!!§! Competent, school of offense;§h+1§!      §h+10%§!§G!!!§! Compétent, école d'attaque;§h+1§!      §h+10%§!§G!!!§! Kompetent, schule der offensive;;;;;;;;;;;
competentxschool_of_the_bayonet;§h+2§! §h+1§! §h+10%§!§h?§! Competent, school of the bayonet;§h+2§! §h+1§! §h+10%§!§h?§! Compétent, école de la baïonnette;§h+2§! §h+1§! §h+10%§!§h?§! Kompetent, schule des bajonetts;;;;;;;;;;;
competentxschool_of_firepower;§h+1§!              §G!!!§! Competent, school of firepower;§h+1§!              §G!!!§! Compétent, école de la puissance de feu;§h+1§!              §G!!!§! Kompetent, schule der feuerkraft;;;;;;;;;;;
competentxartillerist;     §h+1§!         §G!!!§! Competent, artillerist;     §h+1§!         §G!!!§! Compétent, artilleur;     §h+1§!         §G!!!§! Kompetent, artillerist;;;;;;;;;;;
competentxuncommonly_young;§h+1§! §h+1§!         §h?§! Competent, uncommonly young;§h+1§! §h+1§!         §h?§! Compétent, singulièrement jeune;§h+1§! §h+1§!         §h?§! Kompetent, ungewöhnlich jung;;;;;;;;;;;
competentxsucker;§u–1§!              §h?§! Competent, sucker;§u–1§!              §h?§! Compétent, gogo;§u–1§!              §h?§! Kompetent, trottel;;;;;;;;;;;
competentxsad_sack;§u–2§!              §h?§! Competent, sad sack;§u–2§!              §h?§! Compétent, raté;§u–2§!              §h?§! Kompetent, trauriger sack;;;;;;;;;;;
competentxunfit;§u–2§!              §u¿§! Competent, unfit;§u–2§!              §u¿§! Compétent, inapte;§u–2§!              §u¿§! Kompetent, ungeeignet;;;;;;;;;;;
competentxunqualified;          §u–10%§!   Competent, unqualified;          §u–10%§!   Compétent, non qualifié;          §u–10%§!   Kompetent, unqualifiziert;;;;;;;;;;;
competentxpawn;                  §h?§! Competent, pawn;                  §h?§! Compétent, pion;                  §h?§! Kompetent, pfand;;;;;;;;;;;
competentxelderly;                  §h?§! Competent, elderly;                  §h?§! Compétent, âgé;                  §h?§! Kompetent, älter;;;;;;;;;;;
competentxincompetent;                  §h?§! Competent, incompetent;                  §h?§! Compétent, incompétent;                  §h?§! Kompetent, inkompetent;;;;;;;;;;;
expertxnationalist;§h+1§!              §G!!!§! Expert, nationalist;;;;;;;;;;;;;
expertxwar_college;§h+1§!              §h?§! Expert, war college;§h+1§!              §h?§! Expert, école militaire;§h+1§!              §h?§! Experte, militärakademie;;;;;;;;;;;
expertxcavalry_school;§h+2§!              §h?§! Expert, cavalry school;§h+2§!              §h?§! Expert, école de cavalerie;§h+2§!              §h?§! Experte, kavallerieschule;;;;;;;;;;;
expertxengineer;          §h  +5%§!§h?§! Expert, engineer;          §h  +5%§!§h?§! Expert, génie;          §h  +5%§!§h?§! Experte, ingenieur;;;;;;;;;;;
